"Date","Price","Open","High","Low","Change %"
"Jun 26, 2022","4.4579","4.4415","4.4689","4.4134","0.45%"
"Jun 19, 2022","4.4378","4.4587","4.4959","4.3863","-0.29%"
"Jun 12, 2022","4.4509","4.3776","4.5453","4.3766","1.74%"
"Jun 05, 2022","4.3746","4.2765","4.3968","4.2533","2.36%"
"May 29, 2022","4.2738","4.2614","4.3232","4.2368","0.42%"
"May 22, 2022","4.2561","4.3811","4.3843","4.2533","-2.76%"
"May 15, 2022","4.3769","4.4967","4.5100","4.3746","-2.58%"
"May 08, 2022","4.4930","4.4675","4.5278","4.4054","0.71%"
"May 01, 2022","4.4615","4.4323","4.4881","4.3686","0.74%"
"Apr 24, 2022","4.4286","4.3088","4.4936","4.2933","2.88%"
"Apr 17, 2022","4.3048","4.2748","4.3179","4.2474","0.74%"
"Apr 10, 2022","4.2730","4.2606","4.3240","4.2427","0.43%"
"Apr 03, 2022","4.2549","4.1981","4.2884","4.1939","1.47%"
"Mar 27, 2022","4.1931","4.2610","4.3165","4.1489","-1.49%"
"Mar 20, 2022","4.2566","4.2667","4.3446","4.2273","-0.13%"
"Mar 13, 2022","4.2622","4.3842","4.3931","4.1982","-2.68%"
"Mar 06, 2022","4.3794","4.4708","4.6159","4.2931","-1.96%"
"Feb 27, 2022","4.4669","4.2006","4.4878","4.1668","8.83%"
"Feb 20, 2022","4.1046","3.9990","4.2432","3.9615","2.75%"
"Feb 13, 2022","3.9949","4.0276","4.0568","3.9375","-0.65%"
"Feb 06, 2022","4.0210","3.9853","4.0404","3.9129","0.91%"
"Jan 30, 2022","3.9848","4.1122","4.1244","3.9544","-2.94%"
"Jan 23, 2022","4.1054","3.9943","4.1262","3.9875","2.91%"
"Jan 16, 2022","3.9895","3.9739","4.0143","3.9534","0.49%"
"Jan 09, 2022","3.9699","4.0029","4.0231","3.9423","-0.73%"
"Jan 02, 2022","3.9991","4.0366","4.0634","3.9975","-0.80%"
"Dec 26, 2021","4.0315","4.0817","4.0942","4.0275","-1.10%"
"Dec 19, 2021","4.0765","4.1213","4.1272","4.0717","-0.97%"
"Dec 12, 2021","4.1166","4.0809","4.1268","4.0767","0.99%"
"Dec 05, 2021","4.0764","4.0644","4.1029","4.0486","0.39%"
"Nov 28, 2021","4.0604","4.1637","4.1792","4.0473","-2.28%"
"Nov 21, 2021","4.1553","4.1617","4.2036","4.1525","-0.07%"
"Nov 14, 2021","4.1581","4.0532","4.1681","4.0368","2.73%"
"Nov 07, 2021","4.0476","3.9774","4.0652","3.9522","1.90%"
"Oct 31, 2021","3.9723","3.9890","4.0093","3.9423","-0.29%"
"Oct 24, 2021","3.9837","3.9532","4.0003","3.9406","0.86%"
"Oct 17, 2021","3.9496","3.9397","3.9681","3.9182","0.34%"
"Oct 10, 2021","3.9361","3.9801","3.9975","3.9274","-0.92%"
"Oct 03, 2021","3.9728","3.9474","4.0090","3.9225","0.71%"
"Sep 26, 2021","3.9446","3.9300","4.0167","3.9209","0.54%"
"Sep 19, 2021","3.9236","3.9155","3.9612","3.9104","0.31%"
"Sep 12, 2021","3.9113","3.8462","3.9205","3.8393","1.75%"
"Sep 05, 2021","3.8441","3.7936","3.8529","3.7891","1.43%"
"Aug 29, 2021","3.7900","3.8795","3.8846","3.7865","-2.21%"
"Aug 22, 2021","3.8758","3.9172","3.9230","3.8750","-0.97%"
"Aug 15, 2021","3.9137","3.8718","3.9368","3.8668","1.16%"
"Aug 08, 2021","3.8688","3.8886","3.9227","3.8672","-0.49%"
"Aug 01, 2021","3.8880","3.8489","3.8948","3.8096","1.14%"
"Jul 25, 2021","3.8441","3.8844","3.9097","3.8319","-0.94%"
"Jul 18, 2021","3.8806","3.8835","3.9153","3.8538","0.03%"
"Jul 11, 2021","3.8794","3.8284","3.9011","3.8212","1.40%"
"Jul 04, 2021","3.8259","3.8014","3.8540","3.7806","0.79%"
"Jun 27, 2021","3.7960","3.7823","3.8363","3.7696","0.42%"
"Jun 20, 2021","3.7803","3.8372","3.8449","3.7676","-1.32%"
"Jun 13, 2021","3.8307","3.7159","3.8471","3.7046","3.18%"
"Jun 06, 2021","3.7127","3.6655","3.7241","3.6492","1.38%"
"May 30, 2021","3.6620","3.6777","3.6965","3.6400","-0.36%"
"May 23, 2021","3.6754","3.6922","3.6995","3.6523","-0.32%"
"May 16, 2021","3.6873","3.7313","3.7429","3.6697","-1.08%"
"May 09, 2021","3.7276","3.7427","3.7770","3.7234","-0.30%"
"May 02, 2021","3.7389","3.7920","3.8226","3.7394","-1.34%"
"Apr 25, 2021","3.7895","3.7673","3.8087","3.7569","0.74%"
"Apr 18, 2021","3.7616","3.7915","3.8090","3.7626","-0.67%"
"Apr 11, 2021","3.7869","3.8068","3.8455","3.7861","-0.43%"
"Apr 04, 2021","3.8034","3.9086","3.9241","3.8003","-2.58%"
"Mar 28, 2021","3.9041","3.9341","3.9849","3.8872","-0.63%"
"Mar 21, 2021","3.9290","3.8765","3.9509","3.8443","1.44%"
"Mar 14, 2021","3.8734","3.8340","3.8930","3.8268","1.07%"
"Mar 07, 2021","3.8324","3.8514","3.8872","3.8130","-0.35%"
"Feb 28, 2021","3.8459","3.7424","3.8633","3.7299","2.85%"
"Feb 21, 2021","3.7392","3.7011","3.7497","3.6803","1.11%"
"Feb 14, 2021","3.6982","3.7106","3.7439","3.6844","-0.22%"
"Feb 07, 2021","3.7062","3.7231","3.7355","3.6818","-0.30%"
"Jan 31, 2021","3.7174","3.7248","3.7680","3.7147","-0.11%"
"Jan 24, 2021","3.7215","3.7301","3.7761","3.7183","-0.14%"
"Jan 17, 2021","3.7268","3.7566","3.7748","3.7195","-0.69%"
"Jan 10, 2021","3.7528","3.6906","3.7625","3.6890","1.74%"
"Jan 03, 2021","3.6886","3.7408","3.7417","3.6516","-1.30%"
"Dec 27, 2020","3.7371","3.6978","3.7620","3.6565","1.17%"
"Dec 20, 2020","3.6938","3.6497","3.7322","3.6497","1.36%"
"Dec 13, 2020","3.6443","3.6686","3.6874","3.6149","-0.67%"
"Dec 06, 2020","3.6688","3.6900","3.7116","3.6376","-0.42%"
"Nov 29, 2020","3.6842","3.7499","3.7586","3.6702","-1.52%"
"Nov 22, 2020","3.7411","3.7713","3.7949","3.7390","-0.66%"
"Nov 15, 2020","3.7659","3.7882","3.7990","3.7547","-0.51%"
"Nov 08, 2020","3.7851","3.7945","3.8254","3.7468","-0.14%"
"Nov 01, 2020","3.7905","3.9558","3.9736","3.7859","-4.10%"
"Oct 25, 2020","3.9524","3.8518","3.9718","3.8484","2.69%"
"Oct 18, 2020","3.8489","3.8812","3.9011","3.8372","-0.71%"
"Oct 11, 2020","3.8763","3.7778","3.9056","3.7693","2.68%"
"Oct 04, 2020","3.7751","3.8456","3.8473","3.7693","-1.72%"
"Sep 27, 2020","3.8410","3.9139","3.9417","3.8052","-1.73%"
"Sep 20, 2020","3.9085","3.7675","3.9254","3.7517","3.85%"
"Sep 13, 2020","3.7636","3.7538","3.7943","3.7292","0.35%"
"Sep 06, 2020","3.7505","3.7640","3.7924","3.7327","-0.27%"
"Aug 30, 2020","3.7608","3.6860","3.7945","3.6558","2.09%"
"Aug 23, 2020","3.6837","3.7455","3.7533","3.6810","-1.51%"
"Aug 16, 2020","3.7402","3.7123","3.7513","3.6607","0.83%"
"Aug 09, 2020","3.7094","3.7445","3.7649","3.7062","-0.84%"
"Aug 02, 2020","3.7410","3.7499","3.7805","3.6890","-0.05%"
"Jul 26, 2020","3.7429","3.7780","3.7875","3.6983","-0.99%"
"Jul 19, 2020","3.7803","3.9176","3.9276","3.7755","-3.49%"
"Jul 12, 2020","3.9172","3.9525","3.9681","3.9019","-0.88%"
"Jul 05, 2020","3.9518","3.9681","3.9797","3.9309","-0.41%"
"Jun 28, 2020","3.9680","3.9843","3.9906","3.9448","-0.36%"
"Jun 21, 2020","3.9822","3.9938","4.0034","3.9132","-0.24%"
"Jun 14, 2020","3.9920","3.9483","4.0015","3.8879","1.12%"
"Jun 07, 2020","3.9479","3.9290","3.9773","3.8915","0.49%"
"May 31, 2020","3.9286","4.0068","4.0071","3.8877","-1.93%"
"May 24, 2020","4.0060","4.1389","4.1550","3.9873","-3.24%"
"May 17, 2020","4.1400","4.2231","4.2294","4.1077","-1.94%"
"May 10, 2020","4.2221","4.2003","4.2427","4.1828","0.57%"
"May 03, 2020","4.1982","4.1581","4.2365","4.1554","1.00%"
"Apr 26, 2020","4.1566","4.1899","4.2076","4.1368","-0.80%"
"Apr 19, 2020","4.1899","4.1575","4.2329","4.1439","0.85%"
"Apr 12, 2020","4.1548","4.1625","4.2069","4.1077","-0.21%"
"Apr 05, 2020","4.1635","4.2389","4.2513","4.1380","-1.88%"
"Mar 29, 2020","4.2432","4.0736","4.2529","4.0705","4.16%"
"Mar 22, 2020","4.0737","4.2425","4.3095","4.0654","-4.01%"
"Mar 15, 2020","4.2441","3.9406","4.3011","3.9039","7.70%"
"Mar 08, 2020","3.9405","3.8087","3.9653","3.7557","3.48%"
"Mar 01, 2020","3.8081","3.9257","3.9270","3.7814","-3.00%"
"Feb 23, 2020","3.9258","3.9544","3.9843","3.9194","-0.71%"
"Feb 16, 2020","3.9538","3.9239","3.9736","3.9163","0.77%"
"Feb 09, 2020","3.9236","3.9007","3.9255","3.8899","0.50%"
"Feb 02, 2020","3.9040","3.8731","3.9094","3.8516","0.80%"
"Jan 26, 2020","3.8729","3.8594","3.9057","3.8556","0.31%"
"Jan 19, 2020","3.8609","3.8264","3.8687","3.8114","0.99%"
"Jan 12, 2020","3.8232","3.8064","3.8264","3.7814","0.37%"
"Jan 05, 2020","3.8091","3.8051","3.8348","3.7797","0.18%"
"Dec 29, 2019","3.8024","3.8129","3.8266","3.7849","-0.27%"
"Dec 22, 2019","3.8127","3.8405","3.8563","3.8087","-0.79%"
"Dec 15, 2019","3.8432","3.8386","3.8519","3.8123","0.13%"
"Dec 08, 2019","3.8384","3.8647","3.8790","3.8220","-0.72%"
"Dec 01, 2019","3.8664","3.9152","3.9198","3.8468","-1.29%"
"Nov 24, 2019","3.9169","3.9017","3.9358","3.8954","0.45%"
"Nov 17, 2019","3.8992","3.8653","3.9024","3.8641","0.79%"
"Nov 10, 2019","3.8685","3.8743","3.9113","3.8676","-0.05%"
"Nov 03, 2019","3.8706","3.8074","3.8739","3.8032","1.63%"
"Oct 27, 2019","3.8085","3.8632","3.8674","3.8062","-1.36%"
"Oct 20, 2019","3.8611","3.8371","3.8649","3.8260","0.74%"
"Oct 13, 2019","3.8328","3.8984","3.9116","3.8314","-1.70%"
"Oct 06, 2019","3.8992","3.9345","3.9537","3.8881","-0.92%"
"Sep 29, 2019","3.9356","4.0053","4.0254","3.9310","-1.75%"
"Sep 22, 2019","4.0056","3.9688","4.0220","3.9642","0.90%"
"Sep 15, 2019","3.9699","3.9032","3.9798","3.9009","1.66%"
"Sep 08, 2019","3.9049","3.9312","3.9625","3.8941","-0.76%"
"Sep 01, 2019","3.9348","3.9882","4.0026","3.9158","-1.20%"
"Aug 25, 2019","3.9825","3.9276","3.9981","3.9179","1.42%"
"Aug 18, 2019","3.9268","3.9131","3.9508","3.9095","0.39%"
"Aug 11, 2019","3.9114","3.8607","3.9478","3.8535","1.32%"
"Aug 04, 2019","3.8605","3.8790","3.8821","3.8407","-0.45%"
"Jul 28, 2019","3.8780","3.8409","3.9007","3.8335","0.93%"
"Jul 21, 2019","3.8422","3.7883","3.8466","3.7828","1.41%"
"Jul 14, 2019","3.7889","3.7870","3.8058","3.7700","0.01%"
"Jul 07, 2019","3.7885","3.7881","3.8142","3.7795","0.01%"
"Jun 30, 2019","3.7881","3.7315","3.7969","3.7313","1.48%"
"Jun 23, 2019","3.7329","3.7409","3.7567","3.7256","-0.25%"
"Jun 16, 2019","3.7422","3.7971","3.8131","3.7386","-1.46%"
"Jun 09, 2019","3.7978","3.7586","3.8009","3.7551","1.05%"
"Jun 02, 2019","3.7584","3.8335","3.8373","3.7529","-1.98%"
"May 26, 2019","3.8342","3.8277","3.8636","3.8260","0.13%"
"May 19, 2019","3.8293","3.8598","3.8775","3.8264","-0.78%"
"May 12, 2019","3.8594","3.8241","3.8617","3.8190","0.91%"
"May 05, 2019","3.8247","3.8182","3.8470","3.8167","0.19%"
"Apr 28, 2019","3.8176","3.8554","3.8559","3.7997","-0.95%"
"Apr 21, 2019","3.8542","3.8079","3.8645","3.8011","1.23%"
"Apr 14, 2019","3.8072","3.7862","3.8140","3.7734","0.56%"
"Apr 07, 2019","3.7860","3.8255","3.8270","3.7753","-1.03%"
"Mar 31, 2019","3.8253","3.8329","3.8443","3.8095","-0.31%"
"Mar 24, 2019","3.8371","3.8039","3.8405","3.7860","0.87%"
"Mar 17, 2019","3.8039","3.7969","3.8144","3.7391","0.20%"
"Mar 10, 2019","3.7963","3.8291","3.8344","3.7915","-0.89%"
"Mar 03, 2019","3.8304","3.7887","3.8605","3.7835","1.13%"
"Feb 24, 2019","3.7875","3.8255","3.8291","3.7708","-1.01%"
"Feb 17, 2019","3.8260","3.8352","3.8466","3.8083","-0.24%"
"Feb 10, 2019","3.8353","3.8057","3.8605","3.8037","0.72%"
"Feb 03, 2019","3.8079","3.7426","3.8114","3.7349","1.71%"
"Jan 27, 2019","3.7437","3.7576","3.7698","3.7069","-0.38%"
"Jan 20, 2019","3.7578","3.7752","3.8016","3.7536","-0.43%"
"Jan 13, 2019","3.7742","3.7426","3.7797","3.7334","0.86%"
"Jan 06, 2019","3.7422","3.7664","3.7681","3.7170","-0.64%"
"Dec 30, 2018","3.7662","3.7578","3.8011","3.7296","0.20%"
"Dec 23, 2018","3.7586","3.7731","3.7805","3.7407","-0.37%"
"Dec 16, 2018","3.7727","3.7946","3.8001","3.7290","-0.61%"
"Dec 09, 2018","3.7959","3.7683","3.8142","3.7473","0.72%"
"Dec 02, 2018","3.7687","3.7900","3.7913","3.7471","-0.60%"
"Nov 25, 2018","3.7915","3.7851","3.8142","3.7597","0.16%"
"Nov 18, 2018","3.7854","3.7793","3.7980","3.7559","0.16%"
"Nov 11, 2018","3.7793","3.7824","3.8382","3.7694","-0.08%"
"Nov 04, 2018","3.7824","3.7830","3.7976","3.7296","-0.02%"
"Oct 28, 2018","3.7830","3.7816","3.8418","3.7700","0.04%"
"Oct 21, 2018","3.7814","3.7311","3.8096","3.7125","1.37%"
"Oct 14, 2018","3.7302","3.7167","3.7664","3.6894","0.38%"
"Oct 07, 2018","3.7161","3.7357","3.7780","3.7054","-0.56%"
"Sep 30, 2018","3.7370","3.6885","3.7563","3.6787","1.31%"
"Sep 23, 2018","3.6885","3.6644","3.6989","3.6206","0.64%"
"Sep 16, 2018","3.6652","3.7035","3.7090","3.6362","-1.04%"
"Sep 09, 2018","3.7039","3.7346","3.7492","3.6662","-0.82%"
"Sep 02, 2018","3.7344","3.7224","3.7424","3.6867","0.69%"
"Aug 26, 2018","3.7088","3.6812","3.7149","3.6366","0.79%"
"Aug 19, 2018","3.6797","3.7540","3.7755","3.6721","-1.96%"
"Aug 12, 2018","3.7532","3.7630","3.8413","3.7498","-0.22%"
"Aug 05, 2018","3.7616","3.6841","3.7780","3.6606","2.10%"
"Jul 29, 2018","3.6843","3.6885","3.7033","3.6414","0.23%"
"Jul 22, 2018","3.6757","3.6856","3.7189","3.6503","-0.25%"
"Jul 15, 2018","3.6848","3.6929","3.7435","3.6609","-0.19%"
"Jul 08, 2018","3.6919","3.7079","3.7292","3.6591","-0.41%"
"Jul 01, 2018","3.7071","3.7420","3.8016","3.7014","-0.93%"
"Jun 24, 2018","3.7420","3.7064","3.7839","3.7008","0.91%"
"Jun 17, 2018","3.7083","3.6907","3.7620","3.6869","0.43%"
"Jun 10, 2018","3.6923","3.6359","3.7161","3.6063","1.56%"
"Jun 03, 2018","3.6357","3.6894","3.6932","3.5962","-1.50%"
"May 27, 2018","3.6909","3.7027","3.7662","3.6662","-0.32%"
"May 20, 2018","3.7027","3.6551","3.7062","3.6128","1.35%"
"May 13, 2018","3.6534","3.5696","3.6618","3.5524","2.26%"
"May 06, 2018","3.5726","3.5516","3.6336","3.5425","0.60%"
"Apr 29, 2018","3.5514","3.4701","3.5800","3.4659","2.35%"
"Apr 22, 2018","3.4700","3.3966","3.5099","3.3963","2.18%"
"Apr 15, 2018","3.3960","3.3798","3.4049","3.3457","0.47%"
"Apr 08, 2018","3.3801","3.4175","3.4245","3.3750","-1.14%"
"Apr 01, 2018","3.4192","3.4217","3.4375","3.4095","-0.09%"
"Mar 25, 2018","3.4223","3.4236","3.4297","3.3786","-0.03%"
"Mar 18, 2018","3.4232","3.4337","3.4575","3.4104","-0.28%"
"Mar 11, 2018","3.4327","3.4087","3.4394","3.3897","0.72%"
"Mar 04, 2018","3.4080","3.4005","3.4240","3.3676","0.24%"
"Feb 25, 2018","3.3998","3.3954","3.4465","3.3744","0.14%"
"Feb 18, 2018","3.3950","3.3508","3.4132","3.3287","1.28%"
"Feb 11, 2018","3.3521","3.4175","3.4188","3.3083","-1.97%"
"Feb 04, 2018","3.4194","3.3464","3.4375","3.3321","2.21%"
"Jan 28, 2018","3.3454","3.3283","3.3643","3.3176","0.43%"
"Jan 21, 2018","3.3310","3.4141","3.4156","3.3072","-2.44%"
"Jan 14, 2018","3.4144","3.4196","3.4266","3.3859","-0.25%"
"Jan 07, 2018","3.4228","3.4518","3.5170","3.4207","-0.79%"
"Dec 31, 2017","3.4500","3.4810","3.4837","3.4299","-0.89%"
"Dec 24, 2017","3.4811","3.5343","3.5467","3.4703","-1.52%"
"Dec 17, 2017","3.5349","3.5841","3.5878","3.5272","-1.19%"
"Dec 10, 2017","3.5774","3.5690","3.5976","3.5581","0.22%"
"Dec 03, 2017","3.5697","3.5434","3.5857","3.5398","0.73%"
"Nov 26, 2017","3.5438","3.5271","3.5619","3.5152","0.46%"
"Nov 19, 2017","3.5274","3.5905","3.6113","3.5231","-1.72%"
"Nov 12, 2017","3.5892","3.6242","3.6412","3.5793","-0.96%"
"Nov 05, 2017","3.6239","3.6560","3.6734","3.6181","-0.89%"
"Oct 29, 2017","3.6566","3.6591","3.6644","3.6248","-0.07%"
"Oct 22, 2017","3.6591","3.5941","3.6728","3.5812","1.80%"
"Oct 15, 2017","3.5943","3.5928","3.6084","3.5696","0.04%"
"Oct 08, 2017","3.5928","3.6745","3.6806","3.5776","-2.22%"
"Oct 01, 2017","3.6745","3.6494","3.6953","3.6439","0.66%"
"Sep 24, 2017","3.6505","3.5728","3.6951","3.5728","2.21%"
"Sep 17, 2017","3.5715","3.5803","3.6086","3.5567","-0.22%"
"Sep 10, 2017","3.5795","3.5253","3.6216","3.5244","1.48%"
"Sep 03, 2017","3.5272","3.5854","3.5861","3.5126","-1.64%"
"Aug 27, 2017","3.5859","3.5726","3.6016","3.5292","0.36%"
"Aug 20, 2017","3.5731","3.6346","3.6469","3.5660","-1.66%"
"Aug 13, 2017","3.6334","3.6254","3.6675","3.6183","0.23%"
"Aug 06, 2017","3.6250","3.6056","3.6526","3.5911","0.55%"
"Jul 30, 2017","3.6052","3.6174","3.6307","3.5657","-0.40%"
"Jul 23, 2017","3.6196","3.6616","3.6717","3.6108","-1.07%"
"Jul 16, 2017","3.6587","3.6684","3.6834","3.6118","-0.20%"
"Jul 09, 2017","3.6660","3.7165","3.7309","3.6648","-1.30%"
"Jul 02, 2017","3.7142","3.7037","3.7567","3.6963","0.32%"
"Jun 25, 2017","3.7022","3.7732","3.7799","3.6963","-1.87%"
"Jun 18, 2017","3.7727","3.7597","3.8226","3.7489","0.37%"
"Jun 11, 2017","3.7587","3.7386","3.8041","3.7125","0.54%"
"Jun 04, 2017","3.7384","3.7079","3.7624","3.7031","0.82%"
"May 28, 2017","3.7079","3.7407","3.7691","3.7031","-0.89%"
"May 21, 2017","3.7412","3.7401","3.7639","3.7094","-0.01%"
"May 14, 2017","3.7416","3.8546","3.8583","3.7376","-2.91%"
"May 07, 2017","3.8538","3.8298","3.8984","3.8102","0.63%"
"Apr 30, 2017","3.8297","3.8808","3.8842","3.8225","-1.28%"
"Apr 23, 2017","3.8795","3.9755","3.9755","3.8540","-2.39%"
"Apr 16, 2017","3.9743","3.9884","4.0049","3.9392","-0.40%"
"Apr 09, 2017","3.9901","3.9855","4.0114","3.9705","0.07%"
"Apr 02, 2017","3.9872","3.9701","4.0042","3.9583","0.36%"
"Mar 26, 2017","3.9730","3.9533","3.9790","3.8971","0.66%"
"Mar 19, 2017","3.9468","3.9823","3.9907","3.9381","-1.03%"
"Mar 12, 2017","3.9880","4.0618","4.0839","3.9836","-1.75%"
"Mar 05, 2017","4.0591","4.0547","4.0965","4.0471","0.15%"
"Feb 26, 2017","4.0531","4.0856","4.1009","4.0465","-0.81%"
"Feb 19, 2017","4.0860","4.0769","4.1013","4.0575","0.17%"
"Feb 12, 2017","4.0790","4.0378","4.0895","4.0340","1.02%"
"Feb 05, 2017","4.0380","3.9916","4.0599","3.9773","1.20%"
"Jan 29, 2017","3.9900","4.0510","4.0800","3.9749","-1.47%"
"Jan 22, 2017","4.0495","4.0809","4.0868","4.0422","-0.89%"
"Jan 15, 2017","4.0860","4.1147","4.1447","4.0681","-0.89%"
"Jan 08, 2017","4.1225","4.1363","4.1828","4.0917","-0.33%"
"Jan 01, 2017","4.1360","4.1865","4.2446","4.1067","-1.15%"
"Dec 25, 2016","4.1840","4.2113","4.2511","4.1445","-0.74%"
"Dec 18, 2016","4.2153","4.2364","4.2764","4.2016","-0.31%"
"Dec 11, 2016","4.2285","4.2133","4.2818","4.1464","0.36%"
"Dec 04, 2016","4.2135","4.2046","4.2692","4.1033","0.25%"
"Nov 27, 2016","4.2031","4.1612","4.2264","4.1334","0.76%"
"Nov 20, 2016","4.1716","4.1923","4.2157","4.1395","-0.51%"
"Nov 13, 2016","4.1930","4.0735","4.2115","4.0675","2.87%"
"Nov 06, 2016","4.0762","3.8822","4.0987","3.8455","4.93%"
"Oct 30, 2016","3.8848","3.9455","3.9623","3.8765","-1.62%"
"Oct 23, 2016","3.9487","3.9741","3.9886","3.9425","-0.70%"
"Oct 16, 2016","3.9764","3.9251","3.9863","3.9114","1.18%"
"Oct 09, 2016","3.9301","3.8207","3.9333","3.8161","2.87%"
"Oct 02, 2016","3.8203","3.8249","3.8589","3.8138","-0.04%"
"Sep 25, 2016","3.8220","3.8312","3.8729","3.8045","-0.25%"
"Sep 18, 2016","3.8316","3.8563","3.8704","3.7973","-0.81%"
"Sep 11, 2016","3.8630","3.8563","3.8866","3.8312","-0.02%"
"Sep 04, 2016","3.8639","3.9135","3.9213","3.8058","-1.29%"
"Aug 28, 2016","3.9143","3.8654","3.9303","3.8529","1.08%"
"Aug 21, 2016","3.8725","3.8072","3.8756","3.7891","1.76%"
"Aug 14, 2016","3.8056","3.8177","3.8301","3.7661","-0.57%"
"Aug 07, 2016","3.8274","3.8550","3.8714","3.7969","-0.82%"
"Jul 31, 2016","3.8590","3.8975","3.9156","3.8384","-1.02%"
"Jul 24, 2016","3.8988","3.9748","3.9917","3.8874","-1.96%"
"Jul 17, 2016","3.9768","4.0218","4.0218","3.9450","-0.98%"
"Jul 10, 2016","4.0160","3.9940","4.0211","3.9530","0.55%"
